ID,NationalDex,Name,HP,Atk,Def,SpA,SpD,Spe,Total,Type1,Type2,Tier,Ability1,Ability2,HiddenAbility,Mass,LK/GK,EVYield,EXPV,Color,Hatch,Gender,EggGroup1,EggGroup2,Catch,EXP,Evolve,EvolveNum,HasForms,IsForm,IsDefaultForm,IsAlolanForm,IsGalarianForm,IsGalarianEvolution,EvolvesFromRegionalForm,JohtoDex,HoennDex,SinnohDex,UnovaDex,KalosDex,AlolaDex,GalarDex,IsleOfArmorDex,CrownTundraDex,PrevEvolution,NextEvolution,IsGalar
346,263,Zigzagoon,38,30,41,30,41,60,240,Normal,,,Pickup,Gluttony,Quick Feet,17.5 kG,40,1 Spe,56,Brown,3840,Neutral,Field,,255,1000000,,1,True,False,True,False,False,False,False,-1,12,-1,-1,12,-1,31,-1,71,,Linoone,False
347,263,Zigzagoon (Galar),38,30,41,30,41,60,240,Dark,Normal,,Pickup,Gluttony,Quick Feet,17.5 kG,40,1 Spe,56,Brown,3840,Neutral,Field,,255,1000000,,1,True,True,False,False,True,False,False,-1,12,-1,-1,12,-1,31,-1,71,,Linoone (Galar),True
348,264,Linoone,78,70,61,50,61,100,420,Normal,,,Pickup,Gluttony,Quick Feet,32.5 kG,60,2 Spe,147,White,3840,Neutral,Field,,90,1000000,Lv. 20,,True,False,True,False,False,False,False,-1,13,-1,-1,13,-1,32,-1,72,Zigzagoon,,False
349,264,Linoone (Galar),78,70,61,50,61,100,420,Dark,Normal,,Pickup,Gluttony,Quick Feet,32.5 kG,60,2 Spe,147,White,3840,Neutral,Field,,90,1000000,Lv. 20,1,True,True,False,False,True,False,True,-1,13,-1,-1,13,-1,32,-1,72,Zigzagoon (Galar),Obstagoon,True
350,265,Wurmple,45,45,35,20,30,20,195,Bug,,,Shield Dust,None,Run Away,3.6 kG,20,1 HP,56,Red,3840,Neutral,Bug,,255,1000000,,2,False,False,True,False,False,False,False,-1,14,48,-1,-1,-1,-1,-1,-1,,"Silcoon,Cascoon",False
351,266,Silcoon,50,35,55,25,25,15,205,Bug,,,Shed Skin,None,,10 kG,20,2 Def,72,White,3840,Neutral,Bug,,120,1000000,Lv. 7,1,False,False,True,False,False,False,False,-1,15,49,-1,-1,-1,-1,-1,-1,Wurmple,Beautifly,False
352,267,Beautifly,60,70,50,100,50,65,395,Bug,Flying,,Swarm,None,Rivalry,28.4 kG,60,3 SpA,178,Yellow,3840,Neutral,Bug,,45,1000000,Lv. 10,,False,False,True,False,False,False,False,-1,16,50,-1,-1,-1,-1,-1,-1,Silcoon,,False
353,268,Cascoon,50,35,55,25,25,15,205,Bug,,,Shed Skin,None,,11.5 kG,40,2 Def,72,Purple,3840,Neutral,Bug,,120,1000000,Lv. 7,1,False,False,True,False,False,False,False,-1,17,51,-1,-1,-1,-1,-1,-1,Wurmple,Dustox,False
354,269,Dustox,60,50,70,50,90,65,385,Bug,Poison,,Shield Dust,None,Compound Eyes,31.6 kG,60,3 SpD,173,Green,3840,Neutral,Bug,,45,1000000,Lv. 10,,False,False,True,False,False,False,False,-1,18,52,-1,-1,-1,-1,-1,-1,Cascoon,,False
355,270,Lotad,40,30,30,40,50,30,220,Water,Grass,,Swift Swim,Rain Dish,Own Tempo,2.6 kG,20,1 SpD,44,Green,3840,Neutral,Water1,Grass,255,1059860,,1,False,False,True,False,False,False,False,-1,19,-1,-1,-1,-1,36,-1,-1,,Lombre,False
356,271,Lombre,60,50,50,60,70,50,340,Water,Grass,,Swift Swim,Rain Dish,Own Tempo,32.5 kG,60,2 SpD,119,Green,3840,Neutral,Water1,Grass,120,1059860,Lv. 14,1,False,False,True,False,False,False,False,-1,20,-1,-1,-1,-1,37,-1,-1,Lotad,Ludicolo,False
357,272,Ludicolo,80,70,70,90,100,70,480,Water,Grass,,Swift Swim,Rain Dish,Own Tempo,55 kG,80,3 SpD,240,Green,3840,Neutral,Water1,Grass,45,1059860,Water Stone,,False,False,True,False,False,False,False,-1,21,-1,-1,-1,-1,38,-1,-1,Lombre,,False
358,273,Seedot,40,40,50,30,30,30,220,Grass,,,Chlorophyll,Early Bird,Pickpocket,4 kG,20,1 Def,44,Brown,3840,Neutral,Field,Grass,255,1059860,,1,False,False,True,False,False,False,False,-1,22,-1,-1,-1,-1,39,-1,-1,,Nuzleaf,False
359,274,Nuzleaf,70,70,40,60,40,60,340,Grass,Dark,,Chlorophyll,Early Bird,Pickpocket,28 kG,60,2 Atk,119,Brown,3840,Neutral,Field,Grass,120,1059860,Lv. 14,1,False,False,True,False,False,False,False,-1,23,-1,-1,-1,-1,40,-1,-1,Seedot,Shiftry,False
360,275,Shiftry,90,100,60,90,60,80,480,Grass,Dark,,Chlorophyll,Early Bird,Pickpocket,59.6 kG,80,3 Atk,240,Brown,3840,Neutral,Field,Grass,45,1059860,Leaf Stone,,False,False,True,False,False,False,False,-1,24,-1,-1,-1,-1,41,-1,-1,Nuzleaf,,False
361,276,Taillow,40,55,30,30,30,85,270,Normal,Flying,,Guts,None,Scrappy,2.3 kG,20,1 Spe,54,Blue,3840,Neutral,Flying,,200,1059860,,1,False,False,True,False,False,False,False,-1,25,-1,-1,-1,-1,-1,-1,-1,,Swellow,False
362,277,Swellow,60,85,60,75,50,125,455,Normal,Flying,,Guts,None,Scrappy,19.8 kG,40,2 Spe,159,Blue,3840,Neutral,Flying,,45,1059860,Lv. 22,,False,False,True,False,False,False,False,-1,26,-1,-1,-1,-1,-1,-1,-1,Taillow,,False
363,278,Wingull,40,30,30,55,30,85,270,Water,Flying,,Keen Eye,Hydration,Rain Dish,9.5 kG,20,1 Spe,54,White,5120,Neutral,Water1,Flying,190,1000000,,1,False,False,True,False,False,False,False,-1,27,119,-1,-1,40,62,48,-1,,Pelipper,False
364,279,Pelipper,60,50,100,95,70,65,440,Water,Flying,,Keen Eye,Drizzle,Rain Dish,28 kG,60,2 Def,154,Yellow,5120,Neutral,Water1,Flying,45,1000000,Lv. 25,,False,False,True,False,False,False,False,-1,28,120,-1,-1,41,63,49,-1,Wingull,,False
365,280,Ralts,28,25,25,45,35,40,198,Psychic,Fairy,,Synchronize,Trace,Telepathy,6.6 kG,20,1 SpA,40,White,5120,Neutral,Human-like,Amorphous,235,1250000,,1,False,False,True,False,False,False,False,-1,29,-1,-1,64,-1,120,34,-1,,Kirlia,False
366,281,Kirlia,38,35,35,65,55,50,278,Psychic,Fairy,,Synchronize,Trace,Telepathy,20.2 kG,40,2 SpA,97,White,5120,Neutral,Human-like,Amorphous,120,1250000,Lv. 20,2,False,False,True,False,False,False,False,-1,30,-1,-1,65,-1,121,35,-1,Ralts,"Gardevoir,Gardevoir (Mega),Gallade,Gallade (Mega)",False
367,282,Gardevoir,68,65,65,125,115,80,518,Psychic,Fairy,,Synchronize,Trace,Telepathy,48.4 kG,60,3 SpA,259,White,5120,Neutral,Human-like,Amorphous,45,1250000,Lv. 30,,True,False,True,False,False,False,False,-1,31,-1,-1,66,-1,122,36,-1,Kirlia,,False
368,282,Gardevoir (Mega),68,85,65,165,135,100,618,Psychic,Fairy,,Pixilate,None,,48.4 kG,60,3 SpA,278,White,5120,Neutral,Human-like,Amorphous,45,1250000,Lv. 30,,True,True,False,False,False,False,False,-1,31,-1,-1,66,-1,122,36,-1,Kirlia,,False
369,283,Surskit,40,30,32,50,52,65,269,Bug,Water,,Swift Swim,None,Rain Dish,1.7 kG,20,1 Spe,54,Blue,3840,Neutral,Water1,Bug,200,1000000,,1,False,False,True,False,False,False,False,-1,32,-1,-1,47,139,-1,-1,-1,,Masquerain,False
370,284,Masquerain,70,60,62,100,82,80,454,Bug,Flying,,Intimidate,None,Unnerve,3.6 kG,20,1 SpA/1 SpD,159,Blue,3840,Neutral,Water1,Bug,75,1000000,Lv. 22,,False,False,True,False,False,False,False,-1,33,-1,-1,48,140,-1,-1,-1,Surskit,,False
371,285,Shroomish,60,40,60,40,60,35,295,Grass,,,Effect Spore,Poison Heal,Quick Feet,4.5 kG,20,1 HP,59,Brown,3840,Neutral,Fairy,Grass,255,1640000,,1,False,False,True,False,False,False,False,-1,34,-1,-1,-1,-1,-1,-1,-1,,Breloom,False
372,286,Breloom,60,130,80,60,60,70,460,Grass,Fighting,,Effect Spore,Poison Heal,Technician,39.2 kG,60,2 Atk,161,Green,3840,Neutral,Fairy,Grass,90,1640000,Lv. 23,,False,False,True,False,False,False,False,-1,35,-1,-1,-1,-1,-1,-1,-1,Shroomish,,False
373,287,Slakoth,60,60,60,35,35,30,280,Normal,,,Truant,None,,24 kG,40,1 HP,56,Brown,3840,Neutral,Field,,255,1250000,,1,False,False,True,False,False,False,False,-1,36,-1,-1,-1,-1,-1,-1,-1,,Vigoroth,False
374,288,Vigoroth,80,80,80,55,55,90,440,Normal,,,Vital Spirit,None,,46.5 kG,60,2 Spe,154,White,3840,Neutral,Field,,120,1250000,Lv. 18,1,False,False,True,False,False,False,False,-1,37,-1,-1,-1,-1,-1,-1,-1,Slakoth,Slaking,False
375,289,Slaking,150,160,100,95,65,100,670,Normal,,,Truant,None,,130.5 kG,100,3 HP,252,Brown,3840,Neutral,Field,,45,1250000,Lv. 36,,False,False,True,False,False,False,False,-1,38,-1,-1,-1,-1,-1,-1,-1,Vigoroth,,False
376,290,Nincada,31,45,90,30,30,40,266,Bug,Ground,,Compound Eyes,None,Run Away,5.5 kG,20,1 Def,53,Gray,3840,Neutral,Bug,,255,600000,,2,False,False,True,False,False,False,False,-1,42,-1,-1,111,-1,104,-1,-1,,"Ninjask,Shedinja",False
377,291,Ninjask,61,90,45,50,50,160,456,Bug,Flying,,Speed Boost,None,Infiltrator,12 kG,40,2 Spe,160,Yellow,3840,Neutral,Bug,,120,600000,Lv. 20,,False,False,True,False,False,False,False,-1,43,-1,-1,112,-1,105,-1,-1,Nincada,,False
378,292,Shedinja,1,90,45,30,30,40,236,Bug,Ghost,,Wonder Guard,None,,1.2 kG,20,2 HP,83,Brown,3840,None,Mineral,,45,600000,,,False,False,True,False,False,False,False,-1,44,-1,-1,113,-1,106,-1,-1,Nincada,,False
379,293,Whismur,64,51,23,51,23,28,240,Normal,,,Soundproof,None,Rattled,16.3 kG,40,1 HP,48,Pink,5120,Neutral,Monster,Field,190,1059860,,1,False,False,True,False,False,False,False,-1,45,-1,-1,140,-1,-1,148,-1,,Loudred,False
380,294,Loudred,84,71,43,71,43,48,360,Normal,,,Soundproof,None,Scrappy,40.5 kG,60,2 HP,126,Blue,5120,Neutral,Monster,Field,120,1059860,Lv. 20,1,False,False,True,False,False,False,False,-1,46,-1,-1,141,-1,-1,149,-1,Whismur,Exploud,False
381,295,Exploud,104,91,63,91,73,68,490,Normal,,,Soundproof,None,Scrappy,84 kG,80,3 HP,245,Blue,5120,Neutral,Monster,Field,45,1059860,Lv. 40,,False,False,True,False,False,False,False,-1,47,-1,-1,142,-1,-1,150,-1,Loudred,,False
382,296,Makuhita,72,60,30,20,30,25,237,Fighting,,,Thick Fat,Guts,Sheer Force,86.4 kG,80,1 HP,47,Yellow,5120,M (75%),Human-like,,180,1640000,,1,False,False,True,False,False,False,False,-1,48,-1,-1,-1,56,-1,-1,-1,,Hariyama,False
383,297,Hariyama,144,120,60,40,60,50,474,Fighting,,,Thick Fat,Guts,Sheer Force,253.8 kG,120,2 HP,166,Brown,5120,M (75%),Human-like,,200,1640000,Lv. 24,,False,False,True,False,False,False,False,-1,49,-1,-1,-1,57,-1,-1,-1,Makuhita,,False
384,298,Azurill,50,20,40,20,40,20,190,Normal,Fairy,,Thick Fat,Huge Power,Sap Sipper,2 kG,20,1 HP,38,Blue,2560,F (75%)),Unknown,,150,800000,,1,False,False,True,False,False,False,False,-1,54,124,-1,41,-1,-1,139,-1,,,False
385,299,Nosepass,30,45,135,45,90,30,375,Rock,,,Sturdy,Magnet Pull,Sand Force,97 kG,80,1 Def,75,Gray,5120,Neutral,Mineral,,255,1000000,,1,False,False,True,False,False,False,False,-1,60,-1,-1,-1,198,-1,-1,-1,,Probopass,False
386,300,Skitty,50,45,45,35,35,50,260,Normal,,,Cute Charm,Normalize,Wonder Skin,11 kG,40,1 Spe,52,Pink,3840,F (75%)),Field,Fairy,255,800000,,1,False,False,True,False,False,False,False,-1,61,-1,-1,78,-1,-1,-1,-1,,Delcatty,False
387,301,Delcatty,70,65,65,55,55,90,400,Normal,,,Cute Charm,Normalize,Wonder Skin,32.6 kG,60,1 HP/1 Spe,140,Purple,3840,F (75%)),Field,Fairy,60,800000,Moon Stone,,False,False,True,False,False,False,False,-1,62,-1,-1,79,-1,-1,-1,-1,Skitty,,False
388,302,Sableye,50,75,75,65,65,50,380,Dark,Ghost,,Keen Eye,Stall,Prankster,11 kG,40,1 Atk/1 Def,133,Purple,6400,Neutral,Human-like,,45,1059860,,,True,False,True,False,False,False,False,-1,68,-1,-1,-1,102,294,-1,174,,,False
389,302,Sableye (Mega),50,85,125,85,115,20,480,Dark,Ghost,,Magic Bounce,None,,161 kG,100,1 Atk/1 Def,168,Purple,6400,Neutral,Human-like,,45,1059860,,,True,True,False,False,False,False,False,-1,68,-1,-1,-1,102,294,-1,174,,,False
390,303,Mawile,50,85,85,55,55,50,380,Steel,Fairy,,Hyper Cutter,Intimidate,Sheer Force,11.5 kG,40,1 Atk/1 Def,133,Black,5120,Neutral,Field,Fairy,45,800000,,,True,False,True,False,False,False,False,-1,69,-1,-1,-1,-1,295,-1,175,,,False
391,303,Mawile (Mega),50,105,125,55,95,50,480,Steel,Fairy,,Huge Power,None,,23.5 kG,40,1 Atk/1 Def,168,Black,5120,Neutral,Field,Fairy,45,800000,,,True,True,False,False,False,False,False,-1,69,-1,-1,-1,-1,295,-1,175,,,False
392,304,Aron,50,70,100,40,40,30,330,Steel,Rock,,Sturdy,Rock Head,Heavy Metal,60 kG,80,1 Def,66,Gray,8960,Neutral,Monster,,180,1250000,,1,False,False,True,False,False,False,False,-1,70,-1,-1,-1,-1,-1,-1,191,,Lairon,False
393,305,Lairon,60,90,140,50,50,40,430,Steel,Rock,,Sturdy,Rock Head,Heavy Metal,120 kG,100,2 Def,151,Gray,8960,Neutral,Monster,,90,1250000,Lv. 32,1,False,False,True,False,False,False,False,-1,71,-1,-1,-1,-1,-1,-1,192,Aron,"Aggron,Aggron (Mega)",False
394,306,Aggron,70,110,180,60,60,50,530,Steel,Rock,,Sturdy,Rock Head,Heavy Metal,360 kG,120,3 Def,265,Gray,8960,Neutral,Monster,,45,1250000,Lv. 42,,True,False,True,False,False,False,False,-1,72,-1,-1,-1,-1,-1,-1,193,Lairon,,False
395,306,Aggron (Mega),70,140,230,60,80,50,630,Steel,,,Filter,None,,395 kG,120,3 Def,284,Gray,8960,Neutral,Monster,,45,1250000,Lv. 42,,True,True,False,False,False,False,False,-1,72,-1,-1,-1,-1,-1,-1,193,Lairon,,False
396,307,Meditite,30,40,55,40,55,60,280,Fighting,Psychic,,Pure Power,None,Telepathy,11.2 kG,40,1 Spe,56,Blue,5120,Neutral,Human-like,,180,1000000,,1,False,False,True,False,False,False,False,-1,76,86,-1,143,-1,-1,-1,-1,,"Medicham,Medicham (Mega)",False
397,308,Medicham,60,60,75,60,75,80,410,Fighting,Psychic,,Pure Power,None,Telepathy,31.5 kG,60,2 Spe,144,Red,5120,Neutral,Human-like,,90,1000000,Lv. 37,,True,False,True,False,False,False,False,-1,77,87,-1,144,-1,-1,-1,-1,Meditite,,False
398,308,Medicham (Mega),60,100,85,80,85,100,510,Fighting,Psychic,,Pure Power,None,,31.5 kG,60,2 Spe,179,Red,5120,Neutral,Human-like,,90,1000000,Lv. 37,,True,True,False,False,False,False,False,-1,77,87,-1,144,-1,-1,-1,-1,Meditite,,False
399,309,Electrike,40,45,40,65,40,65,295,Electric,,,Static,Lightning Rod,Minus,15.2 kG,40,1 Spe,59,Green,5120,Neutral,Field,,120,1250000,,1,False,False,True,False,False,False,False,-1,78,-1,-1,-1,-1,66,-1,-1,,"Manectric,Manectric (Mega)",False
400,310,Manectric,70,75,60,105,60,105,475,Electric,,,Static,Lightning Rod,Minus,40.2 kG,60,2 Spe,166,Yellow,5120,Neutral,Field,,45,1250000,Lv. 26,,True,False,True,False,False,False,False,-1,79,-1,-1,-1,-1,67,-1,-1,Electrike,,False
401,310,Manectric (Mega),70,75,80,135,80,135,575,Electric,,,Intimidate,None,,44 kG,60,2 Spe,201,Yellow,5120,Neutral,Field,,45,1250000,Lv. 26,,True,True,False,False,False,False,False,-1,79,-1,-1,-1,-1,67,-1,-1,Electrike,,False
402,311,Plusle,60,50,40,85,75,95,405,Electric,,,Plus,None,Lightning Rod,4.2 kG,20,1 Spe,142,Yellow,5120,Neutral,Fairy,,200,1000000,,,False,False,True,False,False,False,False,-1,80,-1,-1,96,-1,-1,-1,-1,,,False
403,312,Minun,60,40,50,75,85,95,405,Electric,,,Minus,None,Volt Absorb,4.2 kG,20,1 Spe,142,Yellow,5120,Neutral,Fairy,,200,1000000,,,False,False,True,False,False,False,False,-1,81,-1,-1,97,-1,-1,-1,-1,,,False
404,313,Volbeat,65,73,75,47,85,85,430,Bug,,,Illuminate,Swarm,Prankster,17.7 kG,40,1 Spe,151,Gray,3840,M (100%),Bug,Human-like,150,600000,,,False,False,True,False,False,False,False,-1,86,-1,-1,133,-1,-1,-1,-1,,,False
405,314,Illumise,65,47,75,73,85,85,430,Bug,,,Oblivious,Tinted Lens,Prankster,17.7 kG,40,1 Spe,151,Purple,3840,F (100%)),Bug,Human-like,150,1640000,,,False,False,True,False,False,False,False,-1,87,-1,-1,134,-1,-1,-1,-1,,,False
406,315,Roselia,50,60,45,100,80,65,400,Grass,Poison,,Natural Cure,Poison Point,Leaf Guard,2 kG,20,2 SpA,140,Green,5120,Neutral,Fairy,Grass,150,1059860,Day Friendship,1,False,False,True,False,False,False,False,-1,94,26,-1,72,-1,60,-1,-1,Budew,Roserade,False
407,316,Gulpin,70,43,53,43,53,40,302,Poison,,,Liquid Ooze,Sticky Hold,Gluttony,10.3 kG,40,1 HP,60,Green,5120,Neutral,Amorphous,,225,1640000,,1,False,False,True,False,False,False,False,-1,95,-1,-1,98,-1,-1,-1,-1,,Swalot,False
408,317,Swalot,100,73,83,73,83,55,467,Poison,,,Liquid Ooze,Sticky Hold,Gluttony,80 kG,80,2 HP,163,Purple,5120,Neutral,Amorphous,,75,1640000,Lv. 26,,False,False,True,False,False,False,False,-1,96,-1,-1,99,-1,-1,-1,-1,Gulpin,,False
409,318,Carvanha,45,90,20,65,20,65,305,Water,Dark,,Rough Skin,None,Speed Boost,20.8 kG,40,1 Atk,61,Red,5120,Neutral,Water2,,225,1250000,,1,False,False,True,False,False,False,False,-1,97,-1,-1,55,264,-1,111,-1,,"Sharpedo,Sharpedo (Mega)",False
410,319,Sharpedo,70,120,40,95,40,95,460,Water,Dark,,Rough Skin,None,Speed Boost,88.8 kG,80,2 Atk,161,Blue,5120,Neutral,Water2,,60,1250000,Lv. 30,,True,False,True,False,False,False,False,-1,98,-1,-1,56,265,-1,112,-1,Carvanha,,False
411,319,Sharpedo (Mega),70,140,70,110,65,105,560,Water,Dark,,Strong Jaw,None,,130.3 kG,100,2 Atk,196,Blue,5120,Neutral,Water2,,60,1250000,Lv. 30,,True,True,False,False,False,False,False,-1,98,-1,-1,56,265,-1,112,-1,Carvanha,,False
412,320,Wailmer,130,70,35,70,35,60,400,Water,,,Water Veil,Oblivious,Pressure,130 kG,100,1 HP,80,Blue,10240,Neutral,Field,Water2,125,1640000,,1,False,False,True,False,False,False,False,-1,99,-1,-1,-1,266,356,190,-1,,Wailord,False
413,321,Wailord,170,90,45,90,45,60,500,Water,,,Water Veil,Oblivious,Pressure,398 kG,120,2 HP,175,Blue,10240,Neutral,Field,Water2,60,1640000,Lv. 40,,False,False,True,False,False,False,False,-1,100,-1,-1,-1,267,357,191,-1,Wailmer,,False
414,322,Numel,60,60,40,65,45,35,305,Fire,Ground,,Oblivious,Simple,Own Tempo,24 kG,40,1 SpA,61,Yellow,5120,Neutral,Field,,255,1000000,,1,False,False,True,False,False,False,False,-1,101,-1,-1,-1,-1,-1,-1,-1,,"Camerupt,Camerupt (Mega)",False
415,323,Camerupt,70,100,70,105,75,40,460,Fire,Ground,,Magma Armor,Solid Rock,Anger Point,220 kG,120,1 Atk/1 SpA,161,Red,5120,Neutral,Field,,150,1000000,Lv. 33,,True,False,True,False,False,False,False,-1,102,-1,-1,-1,-1,-1,-1,-1,Numel,,False
416,323,Camerupt (Mega),70,120,100,145,105,20,560,Fire,Ground,,Sheer Force,None,,320.5 kG,120,1 Atk/1 SpA,196,Red,5120,Neutral,Field,,150,1000000,Lv. 33,,True,True,False,False,False,False,False,-1,102,-1,-1,-1,-1,-1,-1,-1,Numel,,False
417,324,Torkoal,70,85,140,85,70,20,470,Fire,,,White Smoke,Drought,Shell Armor,80.4 kG,80,2 Def,165,Brown,5120,Neutral,Field,,90,1000000,,,False,False,True,False,False,False,False,-1,105,-1,-1,-1,223,300,173,-1,,,False
418,325,Spoink,60,25,35,70,80,60,330,Psychic,,,Thick Fat,Own Tempo,Gluttony,30.6 kG,60,1 SpD,66,Black,5120,Neutral,Field,,255,800000,,1,False,False,True,False,False,False,False,-1,110,-1,-1,-1,-1,-1,-1,-1,,Grumpig,False
419,326,Grumpig,80,45,65,90,110,80,470,Psychic,,,Thick Fat,Own Tempo,Gluttony,71.5 kG,80,2 SpD,165,Purple,5120,Neutral,Field,,60,800000,Lv. 32,,False,False,True,False,False,False,False,-1,111,-1,-1,-1,-1,-1,-1,-1,Spoink,,False
420,327,Spinda,60,60,60,60,60,60,360,Normal,,,Own Tempo,Tangled Feet,Contrary,5 kG,20,1 SpA,126,Brown,3840,Neutral,Field,Human-like,255,800000,,,False,False,True,False,False,False,False,-1,114,-1,-1,-1,105,-1,-1,-1,,,False
421,328,Trapinch,45,100,45,45,45,10,290,Ground,,,Hyper Cutter,Arena Trap,Sheer Force,15 kG,40,1 Atk,58,Brown,5120,Neutral,Bug,Dragon,255,1059860,,1,False,False,True,False,False,False,False,-1,116,-1,-1,-1,235,321,-1,-1,,Vibrava,False
422,329,Vibrava,50,70,50,50,50,70,340,Ground,Dragon,,Levitate,None,,15.3 kG,40,1 Atk/1 Spe,119,Green,5120,Neutral,Bug,Dragon,120,1059860,Lv. 35,1,False,False,True,False,False,False,False,-1,117,-1,-1,-1,236,322,-1,-1,Trapinch,Flygon,False
423,330,Flygon,80,100,80,80,80,100,520,Ground,Dragon,,Levitate,None,,82 kG,80,1 Atk/2 Spe,260,Green,5120,Neutral,Bug,Dragon,45,1059860,Lv. 45,,False,False,True,False,False,False,False,-1,118,-1,-1,-1,237,323,-1,-1,Vibrava,,False
424,331,Cacnea,50,85,40,85,40,35,335,Grass,,,Sand Veil,None,Water Absorb,51.3 kG,80,1 SpA,67,Green,5120,Neutral,Grass,Human-like,190,1059860,,1,False,False,True,False,False,False,False,-1,119,-1,-1,-1,-1,-1,-1,-1,,Cacturne,False
425,332,Cacturne,70,115,60,115,60,55,475,Grass,Dark,,Sand Veil,None,Water Absorb,77.4 kG,80,1 Atk/1 SpA,166,Green,5120,Neutral,Grass,Human-like,60,1059860,Lv. 32,,False,False,True,False,False,False,False,-1,120,-1,-1,-1,-1,-1,-1,-1,Cacnea,,False
426,333,Swablu,45,40,60,40,75,50,310,Normal,Flying,,Natural Cure,None,Cloud Nine,1.2 kG,20,1 SpD,62,Blue,5120,Neutral,Flying,Dragon,255,600000,,1,False,False,True,False,False,False,False,-1,121,-1,-1,-1,-1,-1,-1,35,,"Altaria,Altaria (Mega)",False
427,334,Altaria,75,70,90,70,105,80,490,Dragon,Flying,,Natural Cure,None,Cloud Nine,20.6 kG,40,2 SpD,172,Blue,5120,Neutral,Flying,Dragon,45,600000,Lv. 35,,True,False,True,False,False,False,False,-1,122,-1,-1,-1,-1,-1,-1,36,Swablu,,False
428,334,Altaria (Mega),75,110,110,110,105,80,590,Dragon,Fairy,,Pixilate,None,,20.6 kG,40,2 SpD,207,Blue,5120,Neutral,Flying,Dragon,45,600000,Lv. 35,,True,True,False,False,False,False,False,-1,122,-1,-1,-1,-1,-1,-1,36,Swablu,,False
429,335,Zangoose,73,115,60,60,60,90,458,Normal,,,Immunity,None,Toxic Boost,40.3 kG,60,2 Atk,160,White,5120,Neutral,Field,,90,600000,,,False,False,True,False,False,False,False,-1,123,-1,-1,-1,-1,-1,-1,-1,,,False
430,336,Seviper,73,100,60,100,60,65,458,Poison,,,Shed Skin,None,Infiltrator,52.5 kG,80,1 Atk/1 SpA,160,Black,5120,Neutral,Field,Dragon,90,1640000,,,False,False,True,False,False,False,False,-1,124,-1,-1,-1,-1,-1,-1,-1,,,False
431,337,Lunatone,90,55,65,95,85,70,460,Rock,Psychic,,Levitate,None,,168 kG,100,2 SpA,161,Yellow,6400,None,Mineral,,45,800000,,,False,False,True,False,False,False,False,-1,125,-1,-1,-1,-1,362,-1,-1,,,False
432,338,Solrock,90,95,85,55,65,70,460,Rock,Psychic,,Levitate,None,,154 kG,100,2 Atk,161,Red,6400,None,Mineral,,45,800000,,,False,False,True,False,False,False,False,-1,126,-1,-1,-1,-1,363,-1,-1,,,False
433,339,Barboach,50,48,43,46,41,60,288,Water,Ground,,Oblivious,Anticipation,Hydration,1.9 kG,20,1 HP,58,Gray,5120,Neutral,Water2,,190,1000000,,1,False,False,True,False,False,False,False,-1,127,80,-1,-1,93,228,137,60,,Whiscash,False
434,340,Whiscash,110,78,73,76,71,60,468,Water,Ground,,Oblivious,Anticipation,Hydration,23.6 kG,40,2 HP,164,Blue,5120,Neutral,Water2,,75,1000000,Lv. 30,,False,False,True,False,False,False,False,-1,128,81,-1,-1,94,229,138,61,Barboach,,False
435,341,Corphish,43,80,65,50,35,35,308,Water,,,Hyper Cutter,Shell Armor,Adaptability,11.5 kG,40,1 Atk,62,Red,3840,Neutral,Water1,Water3,205,1640000,,1,False,False,True,False,False,False,False,-1,129,-1,-1,51,-1,102,91,-1,,Crawdaunt,False
436,342,Crawdaunt,63,120,85,90,55,55,468,Water,Dark,,Hyper Cutter,Shell Armor,Adaptability,32.8 kG,60,2 Atk,164,Red,3840,Neutral,Water1,Water3,155,1640000,Lv. 30,,False,False,True,False,False,False,False,-1,130,-1,-1,52,-1,103,92,-1,Corphish,,False
437,343,Baltoy,40,40,55,40,70,55,300,Ground,Psychic,,Levitate,None,,21.5 kG,40,1 SpD,60,Brown,5120,None,Mineral,,255,1000000,,1,False,False,True,False,False,False,False,-1,131,-1,-1,-1,-1,82,-1,151,,Claydol,False
438,344,Claydol,60,70,105,70,120,75,500,Ground,Psychic,,Levitate,None,,108 kG,100,2 SpD,175,Black,5120,None,Mineral,,90,1000000,Lv. 36,,False,False,True,False,False,False,False,-1,132,-1,-1,-1,-1,83,-1,152,Baltoy,,False
439,345,Lileep,66,41,77,61,87,23,355,Rock,Grass,,Suction Cups,None,Storm Drain,23.8 kG,40,1 SpD,71,Purple,7680,M (87.5%),Water3,,45,600000,,1,False,False,True,False,False,False,False,-1,133,-1,-1,-1,-1,-1,-1,183,,Cradily,False
440,346,Cradily,86,81,97,81,107,43,495,Rock,Grass,,Suction Cups,None,Storm Drain,60.4 kG,80,2 SpD,173,Green,7680,M (87.5%),Water3,,45,600000,Lv. 40,,False,False,True,False,False,False,False,-1,134,-1,-1,-1,-1,-1,-1,184,Lileep,,False
441,347,Anorith,45,95,50,40,50,75,355,Rock,Bug,,Battle Armor,None,Swift Swim,12.5 kG,40,1 Atk,71,Gray,7680,M (87.5%),Water3,,45,600000,,1,False,False,True,False,False,False,False,-1,135,-1,-1,-1,-1,-1,-1,185,,Armaldo,False
